scenario,initial_infectious,initial_latent,mortality,reactivation,repeats,days,cores
do_nothing,2,10,0.1,0.00027,3000,1095,10
do_nothing,2,20,0.1,0.00027,3000,1095,10
do_nothing,2,30,0.1,0.00027,3000,1095,10
do_nothing,2,40,0.1,0.00027,3000,1095,10
do_nothing,2,50,0.1,0.00027,3000,1095,10
do_nothing,5,10,0.1,0.00027,3000,1095,10
do_nothing,5,20,0.1,0.00027,3000,1095,10
do_nothing,5,30,0.1,0.00027,3000,1095,10
do_nothing,5,40,0.1,0.00027,3000,1095,10
do_nothing,5,50,0.1,0.00027,3000,1095,10
do_nothing,10,10,0.1,0.00027,3000,1095,10
do_nothing,10,20,0.1,0.00027,3000,1095,10
do_nothing,10,30,0.1,0.00027,3000,1095,10
do_nothing,10,40,0.1,0.00027,3000,1095,10
do_nothing,10,50,0.1,0.00027,3000,1095,10
do_nothing,15,10,0.1,0.00027,3000,1095,10
do_nothing,15,20,0.1,0.00027,3000,1095,10
do_nothing,15,30,0.1,0.00027,3000,1095,10
do_nothing,15,40,0.1,0.00027,3000,1095,10
do_nothing,15,50,0.1,0.00027,3000,1095,10
do_nothing,2,10,0.2,0.00027,3000,1095,10
do_nothing,2,20,0.2,0.00027,3000,1095,10
do_nothing,2,30,0.2,0.00027,3000,1095,10
do_nothing,2,40,0.2,0.00027,3000,1095,10
do_nothing,2,50,0.2,0.00027,3000,1095,10
do_nothing,5,10,0.2,0.00027,3000,1095,10
do_nothing,5,20,0.2,0.00027,3000,1095,10
do_nothing,5,30,0.2,0.00027,3000,1095,10
do_nothing,5,40,0.2,0.00027,3000,1095,10
do_nothing,5,50,0.2,0.00027,3000,1095,10
do_nothing,10,10,0.2,0.00027,3000,1095,10
do_nothing,10,20,0.2,0.00027,3000,1095,10
do_nothing,10,30,0.2,0.00027,3000,1095,10
do_nothing,10,40,0.2,0.00027,3000,1095,10
do_nothing,10,50,0.2,0.00027,3000,1095,10
do_nothing,15,10,0.2,0.00027,3000,1095,10
do_nothing,15,20,0.2,0.00027,3000,1095,10
do_nothing,15,30,0.2,0.00027,3000,1095,10
do_nothing,15,40,0.2,0.00027,3000,1095,10
do_nothing,15,50,0.2,0.00027,3000,1095,10
do_nothing,2,10,0.3,0.00027,3000,1095,10
do_nothing,2,20,0.3,0.00027,3000,1095,10
do_nothing,2,30,0.3,0.00027,3000,1095,10
do_nothing,2,40,0.3,0.00027,3000,1095,10
do_nothing,2,50,0.3,0.00027,3000,1095,10
do_nothing,5,10,0.3,0.00027,3000,1095,10
do_nothing,5,20,0.3,0.00027,3000,1095,10
do_nothing,5,30,0.3,0.00027,3000,1095,10
do_nothing,5,40,0.3,0.00027,3000,1095,10
do_nothing,5,50,0.3,0.00027,3000,1095,10
do_nothing,10,10,0.3,0.00027,3000,1095,10
do_nothing,10,20,0.3,0.00027,3000,1095,10
do_nothing,10,30,0.3,0.00027,3000,1095,10
do_nothing,10,40,0.3,0.00027,3000,1095,10
do_nothing,10,50,0.3,0.00027,3000,1095,10
do_nothing,15,10,0.3,0.00027,3000,1095,10
do_nothing,15,20,0.3,0.00027,3000,1095,10
do_nothing,15,30,0.3,0.00027,3000,1095,10
do_nothing,15,40,0.3,0.00027,3000,1095,10
do_nothing,15,50,0.3,0.00027,3000,1095,10
do_nothing,2,10,0.4,0.00027,3000,1095,10
do_nothing,2,20,0.4,0.00027,3000,1095,10
do_nothing,2,30,0.4,0.00027,3000,1095,10
do_nothing,2,40,0.4,0.00027,3000,1095,10
do_nothing,2,50,0.4,0.00027,3000,1095,10
do_nothing,5,10,0.4,0.00027,3000,1095,10
do_nothing,5,20,0.4,0.00027,3000,1095,10
do_nothing,5,30,0.4,0.00027,3000,1095,10
do_nothing,5,40,0.4,0.00027,3000,1095,10
do_nothing,5,50,0.4,0.00027,3000,1095,10
do_nothing,10,10,0.4,0.00027,3000,1095,10
do_nothing,10,20,0.4,0.00027,3000,1095,10
do_nothing,10,30,0.4,0.00027,3000,1095,10
do_nothing,10,40,0.4,0.00027,3000,1095,10
do_nothing,10,50,0.4,0.00027,3000,1095,10
do_nothing,15,10,0.4,0.00027,3000,1095,10
do_nothing,15,20,0.4,0.00027,3000,1095,10
do_nothing,15,30,0.4,0.00027,3000,1095,10
do_nothing,15,40,0.4,0.00027,3000,1095,10
do_nothing,15,50,0.4,0.00027,3000,1095,10
do_nothing,2,10,0.5,0.00027,3000,1095,10
do_nothing,2,20,0.5,0.00027,3000,1095,10
do_nothing,2,30,0.5,0.00027,3000,1095,10
do_nothing,2,40,0.5,0.00027,3000,1095,10
do_nothing,2,50,0.5,0.00027,3000,1095,10
do_nothing,5,10,0.5,0.00027,3000,1095,10
do_nothing,5,20,0.5,0.00027,3000,1095,10
do_nothing,5,30,0.5,0.00027,3000,1095,10
do_nothing,5,40,0.5,0.00027,3000,1095,10
do_nothing,5,50,0.5,0.00027,3000,1095,10
do_nothing,10,10,0.5,0.00027,3000,1095,10
do_nothing,10,20,0.5,0.00027,3000,1095,10
do_nothing,10,30,0.5,0.00027,3000,1095,10
do_nothing,10,40,0.5,0.00027,3000,1095,10
do_nothing,10,50,0.5,0.00027,3000,1095,10
do_nothing,15,10,0.5,0.00027,3000,1095,10
do_nothing,15,20,0.5,0.00027,3000,1095,10
do_nothing,15,30,0.5,0.00027,3000,1095,10
do_nothing,15,40,0.5,0.00027,3000,1095,10
do_nothing,15,50,0.5,0.00027,3000,1095,10
do_nothing,2,10,0.6,0.00027,3000,1095,10
do_nothing,2,20,0.6,0.00027,3000,1095,10
do_nothing,2,30,0.6,0.00027,3000,1095,10
do_nothing,2,40,0.6,0.00027,3000,1095,10
do_nothing,2,50,0.6,0.00027,3000,1095,10
do_nothing,5,10,0.6,0.00027,3000,1095,10
do_nothing,5,20,0.6,0.00027,3000,1095,10
do_nothing,5,30,0.6,0.00027,3000,1095,10
do_nothing,5,40,0.6,0.00027,3000,1095,10
do_nothing,5,50,0.6,0.00027,3000,1095,10
do_nothing,10,10,0.6,0.00027,3000,1095,10
do_nothing,10,20,0.6,0.00027,3000,1095,10
do_nothing,10,30,0.6,0.00027,3000,1095,10
do_nothing,10,40,0.6,0.00027,3000,1095,10
do_nothing,10,50,0.6,0.00027,3000,1095,10
do_nothing,15,10,0.6,0.00027,3000,1095,10
do_nothing,15,20,0.6,0.00027,3000,1095,10
do_nothing,15,30,0.6,0.00027,3000,1095,10
do_nothing,15,40,0.6,0.00027,3000,1095,10
do_nothing,15,50,0.6,0.00027,3000,1095,10
do_nothing,2,10,0.7,0.00027,3000,1095,10
do_nothing,2,20,0.7,0.00027,3000,1095,10
do_nothing,2,30,0.7,0.00027,3000,1095,10
do_nothing,2,40,0.7,0.00027,3000,1095,10
do_nothing,2,50,0.7,0.00027,3000,1095,10
do_nothing,5,10,0.7,0.00027,3000,1095,10
do_nothing,5,20,0.7,0.00027,3000,1095,10
do_nothing,5,30,0.7,0.00027,3000,1095,10
do_nothing,5,40,0.7,0.00027,3000,1095,10
do_nothing,5,50,0.7,0.00027,3000,1095,10
do_nothing,10,10,0.7,0.00027,3000,1095,10
do_nothing,10,20,0.7,0.00027,3000,1095,10
do_nothing,10,30,0.7,0.00027,3000,1095,10
do_nothing,10,40,0.7,0.00027,3000,1095,10
do_nothing,10,50,0.7,0.00027,3000,1095,10
do_nothing,15,10,0.7,0.00027,3000,1095,10
do_nothing,15,20,0.7,0.00027,3000,1095,10
do_nothing,15,30,0.7,0.00027,3000,1095,10
do_nothing,15,40,0.7,0.00027,3000,1095,10
do_nothing,15,50,0.7,0.00027,3000,1095,10
do_nothing,2,10,0.8,0.00027,3000,1095,10
do_nothing,2,20,0.8,0.00027,3000,1095,10
do_nothing,2,30,0.8,0.00027,3000,1095,10
do_nothing,2,40,0.8,0.00027,3000,1095,10
do_nothing,2,50,0.8,0.00027,3000,1095,10
do_nothing,5,10,0.8,0.00027,3000,1095,10
do_nothing,5,20,0.8,0.00027,3000,1095,10
do_nothing,5,30,0.8,0.00027,3000,1095,10
do_nothing,5,40,0.8,0.00027,3000,1095,10
do_nothing,5,50,0.8,0.00027,3000,1095,10
do_nothing,10,10,0.8,0.00027,3000,1095,10
do_nothing,10,20,0.8,0.00027,3000,1095,10
do_nothing,10,30,0.8,0.00027,3000,1095,10
do_nothing,10,40,0.8,0.00027,3000,1095,10
do_nothing,10,50,0.8,0.00027,3000,1095,10
do_nothing,15,10,0.8,0.00027,3000,1095,10
do_nothing,15,20,0.8,0.00027,3000,1095,10
do_nothing,15,30,0.8,0.00027,3000,1095,10
do_nothing,15,40,0.8,0.00027,3000,1095,10
do_nothing,15,50,0.8,0.00027,3000,1095,10
isolation_only,2,10,0.1,0.00027,3000,1095,10
isolation_only,2,20,0.1,0.00027,3000,1095,10
isolation_only,2,30,0.1,0.00027,3000,1095,10
isolation_only,2,40,0.1,0.00027,3000,1095,10
isolation_only,2,50,0.1,0.00027,3000,1095,10
isolation_only,5,10,0.1,0.00027,3000,1095,10
isolation_only,5,20,0.1,0.00027,3000,1095,10
isolation_only,5,30,0.1,0.00027,3000,1095,10
isolation_only,5,40,0.1,0.00027,3000,1095,10
isolation_only,5,50,0.1,0.00027,3000,1095,10
isolation_only,10,10,0.1,0.00027,3000,1095,10
isolation_only,10,20,0.1,0.00027,3000,1095,10
isolation_only,10,30,0.1,0.00027,3000,1095,10
isolation_only,10,40,0.1,0.00027,3000,1095,10
isolation_only,10,50,0.1,0.00027,3000,1095,10
isolation_only,15,10,0.1,0.00027,3000,1095,10
isolation_only,15,20,0.1,0.00027,3000,1095,10
isolation_only,15,30,0.1,0.00027,3000,1095,10
isolation_only,15,40,0.1,0.00027,3000,1095,10
isolation_only,15,50,0.1,0.00027,3000,1095,10
isolation_only,2,10,0.2,0.00027,3000,1095,10
isolation_only,2,20,0.2,0.00027,3000,1095,10
isolation_only,2,30,0.2,0.00027,3000,1095,10
isolation_only,2,40,0.2,0.00027,3000,1095,10
isolation_only,2,50,0.2,0.00027,3000,1095,10
isolation_only,5,10,0.2,0.00027,3000,1095,10
isolation_only,5,20,0.2,0.00027,3000,1095,10
isolation_only,5,30,0.2,0.00027,3000,1095,10
isolation_only,5,40,0.2,0.00027,3000,1095,10
isolation_only,5,50,0.2,0.00027,3000,1095,10
isolation_only,10,10,0.2,0.00027,3000,1095,10
isolation_only,10,20,0.2,0.00027,3000,1095,10
isolation_only,10,30,0.2,0.00027,3000,1095,10
isolation_only,10,40,0.2,0.00027,3000,1095,10
isolation_only,10,50,0.2,0.00027,3000,1095,10
isolation_only,15,10,0.2,0.00027,3000,1095,10
isolation_only,15,20,0.2,0.00027,3000,1095,10
isolation_only,15,30,0.2,0.00027,3000,1095,10
isolation_only,15,40,0.2,0.00027,3000,1095,10
isolation_only,15,50,0.2,0.00027,3000,1095,10
isolation_only,2,10,0.3,0.00027,3000,1095,10
isolation_only,2,20,0.3,0.00027,3000,1095,10
isolation_only,2,30,0.3,0.00027,3000,1095,10
isolation_only,2,40,0.3,0.00027,3000,1095,10
isolation_only,2,50,0.3,0.00027,3000,1095,10
isolation_only,5,10,0.3,0.00027,3000,1095,10
isolation_only,5,20,0.3,0.00027,3000,1095,10
isolation_only,5,30,0.3,0.00027,3000,1095,10
isolation_only,5,40,0.3,0.00027,3000,1095,10
isolation_only,5,50,0.3,0.00027,3000,1095,10
isolation_only,10,10,0.3,0.00027,3000,1095,10
isolation_only,10,20,0.3,0.00027,3000,1095,10
isolation_only,10,30,0.3,0.00027,3000,1095,10
isolation_only,10,40,0.3,0.00027,3000,1095,10
isolation_only,10,50,0.3,0.00027,3000,1095,10
isolation_only,15,10,0.3,0.00027,3000,1095,10
isolation_only,15,20,0.3,0.00027,3000,1095,10
isolation_only,15,30,0.3,0.00027,3000,1095,10
isolation_only,15,40,0.3,0.00027,3000,1095,10
isolation_only,15,50,0.3,0.00027,3000,1095,10
isolation_only,2,10,0.4,0.00027,3000,1095,10
isolation_only,2,20,0.4,0.00027,3000,1095,10
isolation_only,2,30,0.4,0.00027,3000,1095,10
isolation_only,2,40,0.4,0.00027,3000,1095,10
isolation_only,2,50,0.4,0.00027,3000,1095,10
isolation_only,5,10,0.4,0.00027,3000,1095,10
isolation_only,5,20,0.4,0.00027,3000,1095,10
isolation_only,5,30,0.4,0.00027,3000,1095,10
isolation_only,5,40,0.4,0.00027,3000,1095,10
isolation_only,5,50,0.4,0.00027,3000,1095,10
isolation_only,10,10,0.4,0.00027,3000,1095,10
isolation_only,10,20,0.4,0.00027,3000,1095,10
isolation_only,10,30,0.4,0.00027,3000,1095,10
isolation_only,10,40,0.4,0.00027,3000,1095,10
isolation_only,10,50,0.4,0.00027,3000,1095,10
isolation_only,15,10,0.4,0.00027,3000,1095,10
isolation_only,15,20,0.4,0.00027,3000,1095,10
isolation_only,15,30,0.4,0.00027,3000,1095,10
isolation_only,15,40,0.4,0.00027,3000,1095,10
isolation_only,15,50,0.4,0.00027,3000,1095,10
isolation_only,2,10,0.5,0.00027,3000,1095,10
isolation_only,2,20,0.5,0.00027,3000,1095,10
isolation_only,2,30,0.5,0.00027,3000,1095,10
isolation_only,2,40,0.5,0.00027,3000,1095,10
isolation_only,2,50,0.5,0.00027,3000,1095,10
isolation_only,5,10,0.5,0.00027,3000,1095,10
isolation_only,5,20,0.5,0.00027,3000,1095,10
isolation_only,5,30,0.5,0.00027,3000,1095,10
isolation_only,5,40,0.5,0.00027,3000,1095,10
isolation_only,5,50,0.5,0.00027,3000,1095,10
isolation_only,10,10,0.5,0.00027,3000,1095,10
isolation_only,10,20,0.5,0.00027,3000,1095,10
isolation_only,10,30,0.5,0.00027,3000,1095,10
isolation_only,10,40,0.5,0.00027,3000,1095,10
isolation_only,10,50,0.5,0.00027,3000,1095,10
isolation_only,15,10,0.5,0.00027,3000,1095,10
isolation_only,15,20,0.5,0.00027,3000,1095,10
isolation_only,15,30,0.5,0.00027,3000,1095,10
isolation_only,15,40,0.5,0.00027,3000,1095,10
isolation_only,15,50,0.5,0.00027,3000,1095,10
isolation_only,2,10,0.6,0.00027,3000,1095,10
isolation_only,2,20,0.6,0.00027,3000,1095,10
isolation_only,2,30,0.6,0.00027,3000,1095,10
isolation_only,2,40,0.6,0.00027,3000,1095,10
isolation_only,2,50,0.6,0.00027,3000,1095,10
isolation_only,5,10,0.6,0.00027,3000,1095,10
isolation_only,5,20,0.6,0.00027,3000,1095,10
isolation_only,5,30,0.6,0.00027,3000,1095,10
isolation_only,5,40,0.6,0.00027,3000,1095,10
isolation_only,5,50,0.6,0.00027,3000,1095,10
isolation_only,10,10,0.6,0.00027,3000,1095,10
isolation_only,10,20,0.6,0.00027,3000,1095,10
isolation_only,10,30,0.6,0.00027,3000,1095,10
isolation_only,10,40,0.6,0.00027,3000,1095,10
isolation_only,10,50,0.6,0.00027,3000,1095,10
isolation_only,15,10,0.6,0.00027,3000,1095,10
isolation_only,15,20,0.6,0.00027,3000,1095,10
isolation_only,15,30,0.6,0.00027,3000,1095,10
isolation_only,15,40,0.6,0.00027,3000,1095,10
isolation_only,15,50,0.6,0.00027,3000,1095,10
isolation_only,2,10,0.7,0.00027,3000,1095,10
isolation_only,2,20,0.7,0.00027,3000,1095,10
isolation_only,2,30,0.7,0.00027,3000,1095,10
isolation_only,2,40,0.7,0.00027,3000,1095,10
isolation_only,2,50,0.7,0.00027,3000,1095,10
isolation_only,5,10,0.7,0.00027,3000,1095,10
isolation_only,5,20,0.7,0.00027,3000,1095,10
isolation_only,5,30,0.7,0.00027,3000,1095,10
isolation_only,5,40,0.7,0.00027,3000,1095,10
isolation_only,5,50,0.7,0.00027,3000,1095,10
isolation_only,10,10,0.7,0.00027,3000,1095,10
isolation_only,10,20,0.7,0.00027,3000,1095,10
isolation_only,10,30,0.7,0.00027,3000,1095,10
isolation_only,10,40,0.7,0.00027,3000,1095,10
isolation_only,10,50,0.7,0.00027,3000,1095,10
isolation_only,15,10,0.7,0.00027,3000,1095,10
isolation_only,15,20,0.7,0.00027,3000,1095,10
isolation_only,15,30,0.7,0.00027,3000,1095,10
isolation_only,15,40,0.7,0.00027,3000,1095,10
isolation_only,15,50,0.7,0.00027,3000,1095,10
isolation_only,2,10,0.8,0.00027,3000,1095,10
isolation_only,2,20,0.8,0.00027,3000,1095,10
isolation_only,2,30,0.8,0.00027,3000,1095,10
isolation_only,2,40,0.8,0.00027,3000,1095,10
isolation_only,2,50,0.8,0.00027,3000,1095,10
isolation_only,5,10,0.8,0.00027,3000,1095,10
isolation_only,5,20,0.8,0.00027,3000,1095,10
isolation_only,5,30,0.8,0.00027,3000,1095,10
isolation_only,5,40,0.8,0.00027,3000,1095,10
isolation_only,5,50,0.8,0.00027,3000,1095,10
isolation_only,10,10,0.8,0.00027,3000,1095,10
isolation_only,10,20,0.8,0.00027,3000,1095,10
isolation_only,10,30,0.8,0.00027,3000,1095,10
isolation_only,10,40,0.8,0.00027,3000,1095,10
isolation_only,10,50,0.8,0.00027,3000,1095,10
isolation_only,15,10,0.8,0.00027,3000,1095,10
isolation_only,15,20,0.8,0.00027,3000,1095,10
isolation_only,15,30,0.8,0.00027,3000,1095,10
isolation_only,15,40,0.8,0.00027,3000,1095,10
isolation_only,15,50,0.8,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.1,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.1,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.1,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.1,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.1,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.1,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.1,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.1,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.1,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.1,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.1,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.1,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.1,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.1,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.1,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.1,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.1,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.1,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.1,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.1,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.2,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.2,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.2,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.2,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.2,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.2,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.2,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.2,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.2,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.2,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.2,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.2,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.2,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.2,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.2,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.2,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.2,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.2,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.2,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.2,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.3,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.3,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.3,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.3,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.3,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.3,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.3,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.3,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.3,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.3,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.3,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.3,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.3,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.3,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.3,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.3,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.3,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.3,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.3,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.3,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.4,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.4,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.4,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.4,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.4,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.4,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.4,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.4,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.4,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.4,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.4,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.4,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.4,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.4,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.4,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.4,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.4,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.4,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.4,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.4,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.5,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.5,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.5,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.5,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.5,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.5,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.5,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.5,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.5,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.5,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.5,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.5,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.5,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.5,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.5,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.5,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.5,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.5,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.5,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.5,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.6,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.6,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.6,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.6,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.6,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.6,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.6,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.6,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.6,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.6,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.6,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.6,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.6,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.6,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.6,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.6,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.6,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.6,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.6,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.6,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.7,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.7,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.7,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.7,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.7,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.7,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.7,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.7,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.7,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.7,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.7,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.7,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.7,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.7,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.7,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.7,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.7,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.7,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.7,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.7,0.00027,3000,1095,10
isolation_biosecurity,2,10,0.8,0.00027,3000,1095,10
isolation_biosecurity,2,20,0.8,0.00027,3000,1095,10
isolation_biosecurity,2,30,0.8,0.00027,3000,1095,10
isolation_biosecurity,2,40,0.8,0.00027,3000,1095,10
isolation_biosecurity,2,50,0.8,0.00027,3000,1095,10
isolation_biosecurity,5,10,0.8,0.00027,3000,1095,10
isolation_biosecurity,5,20,0.8,0.00027,3000,1095,10
isolation_biosecurity,5,30,0.8,0.00027,3000,1095,10
isolation_biosecurity,5,40,0.8,0.00027,3000,1095,10
isolation_biosecurity,5,50,0.8,0.00027,3000,1095,10
isolation_biosecurity,10,10,0.8,0.00027,3000,1095,10
isolation_biosecurity,10,20,0.8,0.00027,3000,1095,10
isolation_biosecurity,10,30,0.8,0.00027,3000,1095,10
isolation_biosecurity,10,40,0.8,0.00027,3000,1095,10
isolation_biosecurity,10,50,0.8,0.00027,3000,1095,10
isolation_biosecurity,15,10,0.8,0.00027,3000,1095,10
isolation_biosecurity,15,20,0.8,0.00027,3000,1095,10
isolation_biosecurity,15,30,0.8,0.00027,3000,1095,10
isolation_biosecurity,15,40,0.8,0.00027,3000,1095,10
isolation_biosecurity,15,50,0.8,0.00027,3000,1095,10
